modelId,category,dirId,annId,nPartsInitial,nParts
8ff844351ac42723b750f3f5e0e17789,Cart,101053,1053,3,2
19dff8164764e2a259f37b6e82c5e93,Knife,101054,1054,3,2
914d7e4c2c4804e72baf2e1d44f67406,Cart,101055,1055,3,2
3181976321565dfee9027543872faef,Knife,101057,1057,3,2
35233c0d786b5956d25d105fdf500c48,Knife,101059,1059,3,2
a070692f3c1187c4f797b840852566c8,Cart,101060,1060,4,3
35c3d7b9-7dec-4e66-a962-14ea0fde4cad,Knife,101062,1062,3,2
a5b1e1b24eb21c2739db06bd985d8f83,Cart,101064,1064,6,5
a626aba2c6382377eab2bd7322386ffd,Cart,101065,1065,7,5
aba1d096683b23ee7e51366b0cf7747,Cart,101066,1066,6,5
3c191f9a8fccebf04111c71ded9d856e,Knife,101068,1068,10,9
ad8fc422d104deb11b9f451899d6a571,Cart,101072,1072,3,2
ada0d09ecd5894a5d4167640d5cf6e05,Cart,101073,1073,4,3
bb54571e7213e58a5e3e028709e0474,Cart,101075,1075,4,3
bbb51c77546adaa8c72c8e04b6f837f2,Cart,101077,1077,5,4
65d8e875-0476-4b77-9fd3-0254d39b845d,Knife,101079,1079,5,4
925bb684816592ce35f686496653f774,Knife,101080,1080,9,8
bc21cef08b5afe31bda72093f9b5aa73,Cart,101081,1081,7,5
bf349aa23fd3b57387f1f5120cc1f,Cart,101083,1083,14,5
9f264c87-89e3-4b06-8f36-b618ec54694c,Knife,101085,1085,3,2
9f264c87-89e3-4b06-8f36-b618ec54694c,Refrigerator,11260,1085,3,2
9f264c87-89e3-4b06-8f36-b618ec54694c,Microwave,7221,1085,3,2
9f264c87-89e3-4b06-8f36-b618ec54694c,Microwave,7306,1085,3,2
9f264c87-89e3-4b06-8f36-b618ec54694c,Microwave,7320,1085,3,2
9f264c87-89e3-4b06-8f36-b618ec54694c,Laptop,10090,1085,3,2
bf90d343d2d32a6f7e51366b0cf7747,Cart,101086,1086,6,5
c6e7d84f94432ee8a5fe332f68302aa9,Cart,101090,1090,6,5
c845f0de7d27b99d2464765a69d64fab,Cart,101091,1091,3,2
c8ebd4608a2ef061afa781871c8b9ebb,Cart,101092,1092,3,2
c986028d7ee7f2cde21b23e068748f8f,Cart,101093,1093,3,2
a683ed081504a35e4a9a3a0b87d50a92,Knife,101095,1095,3,2
d58af7589491c70a22ec8cfa14d95631,Cart,101097,1097,6,5
db4737e8d08ebd686113f12d38d40514,Cart,101099,1099,4,3
af708fe6eac1bc9450da8b99982a3057,Faucet,1011,1011,12,3
dfd425f8e225cdf78718661d9e661fc,Cart,101102,1102,3,2
cc846e66cbfe697bffb5024c146ec04e,Remote,101104,1104,36,35
acc8da45bb6d772ebf103b0ce6f42d81,Knife,101106,1106,10,9
b4f8a49abc400a775d6ddb389935ee57,Knife,101107,1107,3,2
c6f099ebb6fee3ab99daef381677b040,Knife,101108,1108,5,4
e7523e396f8d4ae171e397fe45dce6b,Knife,101112,1112,3,2
edf53b53ae1cc29a5951ec64d48e6f2d,Knife,101114,1114,9,8
f15f3c4fe1c25a98528561e603203b,Knife,101115,1115,7,6
d2de64d3bb468dba4851415192c0d6cc,Remote,101117,1117,6,5
d393e6667bb949b74ee7c201cd897ec6,Remote,101118,1118,33,32
d96f5dce25739cc313ddb059403c66d,Remote,101121,1121,49,48
e08c8823d837fceeb2b53d011d5b25b,Remote,101131,1131,7,6
e739278e9039922dff7f69173a1ae6d4,Remote,101133,1133,10,9
f03af4d805346f94f7c68012ede5101d,Remote,101139,1139,35,34
f5850ff0abf80ba27e1c85c5c15da7fb,Remote,101142,1142,28,27
e60bf49d6449cf37c5924a1a5d3043b0,Cart,101176,1176,4,3
e631ca7eec929295752f805c6d66432c,Cart,101178,1178,4,3
e9753ab8eb658ca3e66bd3b4a45b6e54,Cart,101182,1182,3,2
edfdc7e053fef54aab86d53f29587bb6,Cart,101183,1183,4,3
fca703c2489237d51b44a9962207f944,Knife,101217,1217,3,2
89dff65b18a068fde030fd2fa0608452,Fan,101220,1220,5,2
feb6067ca92ccf56c35f415b7dac30d3,Knife,101236,1236,9,8
u4a66a4a2-e061-4e17-b24d-4162d04032a5,Knife,101245,1245,12,11
u8a04552b-aa08-4fb8-84ac-b749ee23f9fd,Knife,101253,1253,10,9
ud489e3ab-3fac-4753-8373-f5d4cebaeec5,Knife,101260,1260,3,2
1065a548dee0058d89cf6a343602477f,Eyeglasses,101284,1284,4,3
13bb8932729024aec685258984fc7c11,Eyeglasses,101285,1285,4,3
16c930497c0f4f4fde46457697d80,Eyeglasses,101287,1287,4,3
19110a68a4df35ce249583077b3c470a,Eyeglasses,101288,1288,4,3
22daa425635af8052b2526f3093deae8,Eyeglasses,101291,1291,4,3
2b4cfa8cb39593f9c2890daf3a9f7413,Eyeglasses,101293,1293,4,3
32b136a0c50f117d365f49f10cc5bd41,Eyeglasses,101297,1297,4,3
42905caef3b11d37ca274c7e9f258da2,Eyeglasses,101300,1300,4,3
4aee07d2bed7f4121311158f08f2982a,Eyeglasses,101303,1303,4,3
13961f08fe5b4c549ef60e9225cbea3a,Kettle,101305,1305,4,2
31cb7cfa7e11be397ec728abdd798547,Kettle,101311,1311,4,3
3630022147222c39189226f9c63ba590,Kettle,101313,1313,4,2
3a0f1bf3249e3988d28d6731504a3fb8,Kettle,101315,1315,4,2
1b128573a8863b4c54d7082b34825ef0,Toilet,101319,1319,4,3
1f6f285ecfe0fdf786a0e7208530ce22,Toilet,101320,1320,3,2
28a7d917bc37b6b761966577af56c29b,Toilet,101323,1323,4,3
4fac190fa3aecd8a1edf59b9c77b0b75,Eyeglasses,101326,1326,4,3
59514f197c4984483d2dd82a57bb3bd7,Eyeglasses,101328,1328,4,3
610663d6f3d0dba73d2dd82a57bb3bd7,Eyeglasses,101332,1332,4,3
65a181d7b90cbc9fe3af220ce346a7c,Eyeglasses,101335,1335,4,3
0482edcd-c21f-4bbb-aa35-7339057aa7b5,Dispenser,101336,1336,5,3
1967344f80da29618d342172201b8d8c,Camera,101352,1352,20,19
259d7fb6b71eecf986ca2d53b3c531bd,Camera,101362,1362,7,6
019dff2f-8207-4ddf-8255-871060cd4bf6,Safe,101363,1363,4,3
123516d4e3d725c54a3ab2345505a019,Fan,101365,1365,3,2
13eea73683a52190d2891278551d3af3,Fan,101366,1366,3,2
166d2d6ccae323131c467970208b8189,Fan,101369,1369,3,2
182d77c3228fc4692f2b4acc83115c35,Fan,101371,1371,3,2
1b83436f41ec8d498798afbc9fbceead,Fan,101372,1372,3,2
1dd73a30ab73828f321a87fbc0155a59,Fan,101373,1373,3,2
20a2336845197b85100e9bd5c4b0af54,Fan,101374,1374,3,2
217f260774a8af66e80df3c23687288a,Fan,101375,1375,3,2
1b8238550d0b70efbb6e8ea2eb8d7870,TrashCan,101377,1377,4,3
25195b72-9c5f-4e89-9062-44c4774a5636,TrashCan,101378,1378,3,2
28e3c29f3cca7404ce5d6e9371bb5c33,TrashCan,101380,1380,3,2
225fddb4deac3d236ffd77acb0a4848d,Fan,101382,1382,3,2
22d03dca24ce1f492f2b4acc83115c35,Fan,101383,1383,3,2
28f639b0-814e-4fd9-89b0-7f2d2d16e753,TrashCan,101384,1384,3,2
24b3fed1e5e67e10cbd2615bba9aefe4,Fan,101386,1386,3,2
276c6445cd8b1dad2e0ef4810ec8be0d,Fan,101387,1387,3,2
2d70de1bdba18e30cdeba97aa73b61ea,Fan,101388,1388,3,2
2e6a6ae0f20740cc9abe9633eedb798c,Fan,101389,1389,3,2
315952ed7652db05d4b4ae2ff4c58b57,Fan,101396,1396,3,2
342c6f385673b608af1478cb4f304ec6,Fan,101397,1397,3,2
0b844634-c31b-4557-b57f-bd3678227012,Mouse,101399,1399,5,4
354de3acb858335c204ad08a533aab24,Fan,101401,1401,3,2
362b76b6066e57df66036e328521f30c,Fan,101402,1402,3,2
1e421807a966e2bf7bef33016d6be5fd,Mouse,101403,1403,5,4
3cdad9b49a3568bc8f7f778446da5904,Fan,101405,1405,3,2
3d89495edda6775d7209833c7512d6a2,Fan,101407,1407,3,2
21392df0-1332-432e-9033-a23ec68f177b,Mouse,101408,1408,5,4
419327cc99fdf6c43ab9904eea287f61,Fan,101413,1413,4,3
f44055934a7e8e746cc1d08358ac33f3,Mouse,101416,1416,5,4
2a9b20d21e27ab0026cca18be86a1458,Dispenser,101417,1417,7,3
4252a8386696e5f31b44a474e95329a3,Fan,101419,1419,3,2
44cef969da092c1a4ed8c46d1e42248c,Fan,101420,1420,3,2
458a6fef72c217dfe80df3c23687288a,Fan,101421,1421,3,2
45b5253978cf76f41e45ba2431e31672,Fan,101422,1422,5,3
4732769e4ec8d5255d67d8717eae89ee,Fan,101423,1423,6,3
4912bafb27ad927f50dda016d2e36d11,Fan,101425,1425,3,2
4cc812f176aaf05bddb6867a5059a650,Fan,101428,1428,3,2
5d679c720be0cc7895d19a77111cb520,Fan,101429,1429,3,2
76a7e00101f52c70e413b5309d4fbd97,Refrigerator,10143,10143,17,3
67dccd9c5d796f6b129d2b0162c4f13e,Fan,101432,1432,3,2
6a85d20e6151f9da224f965446351899,Fan,101433,1433,3,2
6d0d955e157df3b854c4a6fc7393870c,Fan,101435,1435,4,2
6d99ef5610efa11d5b7d8e48ecc58356,Fan,101436,1436,3,2
702877dacd71ff6de84d98087fee548,Fan,101437,1437,3,2
7b69b188e23112d1f9f3c6290096f50f,Fan,101439,1439,3,2
9e53ec8bedae98859807c66948157e66,Refrigerator,10144,10144,18,2
7f8a49c21931b506a653ef053964b884,Fan,101440,1440,3,2
84f077e2fc3af5c12576e7f76f328cc5,Fan,101441,1441,3,2
2bbbe0e4-7f35-43a1-927c-d4c84e1af737,Dispenser,101442,1442,6,4
867e571c3e29dfbf66537617184ecf,Fan,101444,1444,3,2
86d632c2ed9ca3d9b4e1dccf62563438,Fan,101445,1445,3,2
8855fd626887adafdb18c70fab418094,Fan,101446,1446,3,2
88e7026f54e43c469c00f10333f1c0b5,Fan,101448,1448,3,2
8a285af9eb2a2906a653ef053964b884,Fan,101449,1449,3,2
8e9dc192c492061ae82b1dc57ebca27,Fan,101450,1450,3,2
913172265709b24a779759a29917e59c,Fan,101456,1456,3,2
98e8c884caa7445a30612f5c0ef21eb8,Fan,101457,1457,3,2
2cb950b9-43d6-4d7d-8352-2f70c936dd6a,Dispenser,101458,1458,6,4
99fe5b695221cc042b64bc0270854fe1,Fan,101460,1460,3,2
9aa8edd9c19893957224e73ec9857e7d,Fan,101461,1461,3,2
367a3f80-12b1-40f7-b343-6392b40a5c7e,Dispenser,101463,1463,7,4
9bf29eee21d95764911cff0cb398f845,Fan,101465,1465,3,2
9fc86ebfecbd9ac3448276a0faa2fabb,Fan,101467,1467,3,2
a372094a2f12a94e7224e73ec9857e7d,Fan,101468,1468,3,2
a46b7b9273378fadb7074fd42f24ec1,Fan,101469,1469,4,3
a4938f9d8be44226f8206a9d52ba412d,Fan,101470,1470,3,2
aa2db46b93210f6ac8790a6f9a97c634,Fan,101472,1472,3,2
9c9d2736ab34dcaa4efc7e7114f1b9c5,Fan,101474,1474,4,3
aa303cf003e6f6a53c3ede41574e526,Fan,101475,1475,3,2
b45558c973516548f6e3243ebb71dda8,Fan,101476,1476,3,2
b635c5a550561cdab182f50d8877b64,Fan,101481,1481,3,2
bcb46e43b51bf16eec4a6fbb265b087c,Fan,101483,1483,3,2
5534ce8e-edeb-4f50-bc23-d31b210139e3,Dispenser,101489,1489,3,2
5ca994bd512be485db3bac7ad77ae88e,Dispenser,101490,1490,3,2
c28fd4436e28e61cc341afa383659322,Fan,101493,1493,3,2
c3381c9ca29dcdd3edec1057e3d29143,Fan,101494,1494,3,2
c42c07aec596f9ca46b8e14f320f7875,Fan,101496,1496,8,3
d8aafb24ec3ef92abb5cc581616a0f9,Fan,101499,1499,4,3
5d80c1b5-bbcc-4066-9103-2460992ace27,Dispenser,101501,1501,5,3
da1ea482692107ff72541879311fe06e,Fan,101504,1504,3,2
e188f8dd07204fa22e7e614c9f6e773e,Fan,101505,1505,3,2
61c16fac-185c-4b11-8627-0ff5da2e6bb1,Dispenser,101507,1507,5,3
e24a838a7367cc6beac4013d865d8651,Fan,101510,1510,3,2
e38066a52b634d607224e73ec9857e7d,Fan,101511,1511,3,2
76221d93ba6f391876c18e71fd49c4dc,Dispenser,101517,1517,4,2
7d808a72d38c7fd450da8b99982a3057,Dispenser,101520,1520,6,3
ed0260e969dd959da712dc58c7245235,Fan,101523,1523,3,2
f3944acece61f3867f53cee510d83152,Fan,101524,1524,3,2
8c726f9c-876e-4583-89ae-4255711b14f0,Dispenser,101528,1528,5,3
8cd07794-5a60-405b-bd40-f1c577f65f36,Dispenser,101531,1531,6,4
8dc910d2-5ddc-46a7-9216-695dd51cd55b,Dispenser,101533,1533,5,3
a1c91a0d66c865b0c0ea4586d3cf4a4,Dispenser,101539,1539,3,2
a7732257-2737-4c45-aaa2-b2c8a65c5fe8,Dispenser,101540,1540,5,3
af3763054969179d5a539e595e9e07ce,Dispenser,101541,1541,5,3
b3928672-a119-4cce-8209-947ddf8d0736,Dispenser,101542,1542,5,3
b8d22469-945b-4863-bc26-078a4bd7f94c,Dispenser,101546,1546,5,3
fd83d7363a501f61db84fcd340e058ac,Fan,101548,1548,3,2
cdc1cdb6-f4af-451c-a789-179ac53f8e0b,Dispenser,101557,1557,5,3
d0718456507d8b0050da8b99982a3057,Dispenser,101558,1558,7,5
d109e3b9-682b-4e13-a11d-dc57eabb03e2,Dispenser,101560,1560,5,3
d352a7410547373c4cd1f145ee534e3,Dispenser,101561,1561,5,3
daab8d5b-b371-404b-b11b-94564de1e0de,Dispenser,101563,1563,5,3
117711079f903de35c90c1d7bd498fbb,Safe,101564,1564,17,14
dba97c73-17e9-4f08-a08b-4cfef08ba671,Dispenser,101565,1565,5,3
dd686080a4d1cac8e85013a1e4383bdd,Dispenser,101566,1566,3,2
397aea0c-8794-498d-ad98-0be6c64c7c78,Safe,101579,1579,6,4
39eb000e9aeb6bcce17a08cc74f7fd87,Safe,101583,1583,17,15
3aed91ee-bf51-4e26-b361-9db03adfd97f,Safe,101584,1584,5,4
4beb4d6e-480c-4edd-a82d-5374471a95a0,Safe,101591,1591,9,8
52d8d0a55b5b593188fb7d9c2bb964c5,Safe,101593,1593,5,4
53211332afe32708cccfa6e0b59fe5d2,Safe,101594,1594,4,3
606d5a67d35faac229024035009201d2,Safe,101599,1599,17,15
75c15a705ccdb9e1348661dbc76349f8,Safe,101603,1603,5,4
783fa82cb46fb3244e91947b208587c6,Safe,101604,1604,17,15
81870769-92a2-4bd0-887b-17eedd92a74b,Safe,101605,1605,4,3
96c6742a47bd5e451021cd55d164c0ed,Safe,101611,1611,7,4
976cf96169945398af7f76800034f73,Safe,101612,1612,7,4
996ad42614a95dcf950db3214c62b23a,Safe,101613,1613,4,3
a805e6a1651b06aaeb69804478f9c547,Safe,101619,1619,8,4
b903c984-cef7-466d-b2a9-b5967021c0a6,Safe,101623,1623,5,4
581ad58ce8664d2d4ff0e6230d32c1e3,Knife,101659,1659,3,2
5d6201caa12611fe89f4664416242a41,Knife,101660,1660,3,2
c7a96262d5dfc1ae72c447ef6e5cffc2,Knife,101662,1662,3,2
547ad62bd93988fff0117851f0671fde,Suitcase,101668,1668,6,5
83ab18386e87bf4efef598dabc93c115,Suitcase,101673,1673,3,2
e450a063965ce182372d50f0ef237781,Suitcase,101681,1681,4,3
2192e3ab335b70cf432c72714e700b25,Pen,101685,1685,3,2
4617eed30c8d9d8c3b3435cb12e628d5,Pen,101698,1698,3,2
48519c151ddc3ccce6da3f514e9d929b,Pen,101703,1703,3,2
52e42478a6221fa9430ed4b39f564e44,Pen,101712,1712,3,2
5504e5bcbecc24f697c4f43a189077db,Pen,101713,1713,3,2
5580924f960463d5aa26b0b13ca3661,Pen,101714,1714,3,2
6db9d631ff966a5b6e839cadad6117f7,Pen,101722,1722,3,2
7fcaf9e9a1fa0d5f729e474769d21582,Pen,101727,1727,3,2
8c948916421bd72d51012ba52856ea7a,Pen,101732,1732,3,2
8ed1668d846d7fa76dbbb4a01db03953,Pen,101735,1735,3,2
91d7c6803207afa09d46068d27fb8249,Pen,101736,1736,3,2
9a2b834c216530a4c3513b64581c4322,Pen,101741,1741,3,2
9d54b5844e45eea15a9a1260329cc152,Pen,101748,1748,3,2
b7929bb0621f462ec77d45d65dc3714,Pen,101770,1770,3,2
3ea1ace396f6ccae48407a54b1fbfda8,Oven,101773,1773,11,10
d5c1dddb57cc557385845cb132291d6e,Pen,101786,1786,3,2
d67c95d75de4c4f3cee19268a161fc4a,Pen,101787,1787,3,2
ee833d091794e3882024ed4df21e93b8,Pen,101793,1793,3,2
f4f0efabef3f67f1384368499a680cf1,Pen,101796,1796,3,2
47c68395a5775e10d9deb3f829cc2475,Oven,101808,1808,11,10
59d4bd247843cf409d17180597a6ffb0,Eyeglasses,101831,1831,4,3
67846825a047234ad2eebe596133133e,Eyeglasses,101833,1833,4,3
6fd0df4e387da0a328bb41214748d4bd,Eyeglasses,101836,1836,4,3
710f2da37e164dcb5f8e25a909275a57,Eyeglasses,101838,1838,4,3
750dbd625aaeeb9d4688cb762283db8,Eyeglasses,101839,1839,4,3
7515bc77b6a2bdd5aa5137a7192f69de,Eyeglasses,101840,1840,4,3
812735aec832ee27578739b75e0e997c,Eyeglasses,101842,1842,4,3
8db88b601ae4f3f9fa46217f97f0a1f,Eyeglasses,101843,1843,4,3
8faca9a724c9b8ba1eb4a0dccfe9da65,Eyeglasses,101844,1844,4,3
9197731b76f4a5311c4715249ed9b23b,Eyeglasses,101845,1845,4,3
9d0952fe566fcc1a21d65fd8768fb582,Eyeglasses,101848,1848,4,3
b69ebc8da6431acac36350d50e191a45,Eyeglasses,101859,1859,4,3
bfbdd4fc83c7b97b8dd50bf223f87d25,Eyeglasses,101860,1860,4,3
c61c06470677262fa52821bf1aa3b19a,Eyeglasses,101861,1861,4,3
ccf930a5753a7e11f7a4d2929e8727e6,Eyeglasses,101863,1863,4,3
e109bd49cead605894f253c3dfc86729,Eyeglasses,101864,1864,4,3
ea010debc316684b7110df4a9067471b,Eyeglasses,101866,1866,4,3
ef1f3261f6ba8efea5628682d14a6725,Eyeglasses,101868,1868,4,3
f0a0d68024019434f8a81b05b8971965,Eyeglasses,101869,1869,4,3
f5cdd93402656d026436916a86a90ed7,Eyeglasses,101870,1870,4,3
fce4c814e215b8e8b4f7c5eb3d183ed5,Eyeglasses,101871,1871,4,3
ff9b36f383c727808ce2930380f4c6e7,Eyeglasses,101874,1874,4,3
014e9081-23a3-4ecc-be18-2cd94b44d6cc-0,USB,101886,1886,3,2
227a5613d2ade20a39729a3598f5d8c3-0,Cart,101892,1892,4,3
826cea6d1387d794e793cc5433bece89,Oven,101908,1908,14,13
8295e45a734c059d1f3d773b4af1f0c9,Oven,101909,1909,8,6
8c2491e5245804d1ffc6e457221b9271,Oven,101917,1917,10,9
902f4ee7655514ba109dc73fee74b150,Oven,101921,1921,11,10
9191df20dc5559a38a68adc64e25938f,Oven,101924,1924,15,12
a18d795628d848a5589577ccf07b31e7,Oven,101930,1930,9,8
a46e0c10f17f928ba2bc8d1e386113dc,Oven,101931,1931,8,7
b296fbfbbe5dccf09c12d6260da9ac2b,Oven,101940,1940,8,6
bae2babb26dc352b20489998d734835a,Oven,101943,1943,10,9
bb5533538179f6c39209092a6c03f1bd,Oven,101946,1946,9,8
bc2daa0406ad3324d724d9ce5af6d8e,Oven,101947,1947,10,9
014e9081-23a3-4ecc-be18-2cd94b44d6cc-1,USB,101948,1948,3,2
21a36e72ab8731928174afa7e733979c-0,USB,101950,1950,3,2
429702143f78a053527a7cbd6d9c5851-0,USB,101952,1952,3,2
429702143f78a053527a7cbd6d9c5851-3,USB,101960,1960,3,2
d8e0d47be86833ffe8cd55fcf3e9137c,Oven,101971,1971,14,13
5b490b16ab9703dbc739a4aa55bf6ef8,USB,101982,1982,3,2
6f7603f2b1a2d00b39de3acf4c5e58a1-0,USB,101983,1983,3,2
78d2c502-4af6-408b-9cec-b155a94e1efd-0,USB,101994,1994,3,2
78d3539fb561566ff02f20e1e71b8f0e-0,USB,101999,1999,3,2
e69db4d377603b7d37b2bb75885cfc44,Oven,102001,2001,11,10
7d9865178363a97df7f8d93f4d40671e-1,USB,102004,2004,3,2
7e4aacb6-3345-4b63-add0-4a691fc4ec08-0,USB,102008,2008,3,2
940e94491f086317527a7cbd6d9c5851-0,USB,102009,2009,3,2
940e94491f086317527a7cbd6d9c5851-13,USB,102016,2016,3,2
ef97ff5c1d6a00f2a760e402290727de,Oven,102018,2018,8,7
eff23594cc0aed121b3e6b75a323070-0,Oven,102019,2019,8,6
940e94491f086317527a7cbd6d9c5851-2,USB,102021,2021,3,2
940e94491f086317527a7cbd6d9c5851-5,USB,102024,2024,3,2
940e94491f086317527a7cbd6d9c5851-6,USB,102025,2025,3,2
bd45bbfb0a36e87758ccd5d9ffbb3aaf-0,USB,102033,2033,3,2
bd45bbfb0a36e87758ccd5d9ffbb3aaf-1,USB,102037,2037,3,2
cf312118d8b4938899bbd47041163d2-1,USB,102042,2042,5,3
f65123e8c8b2fb93324d4e93d8b9cf3d,Oven,102044,2044,8,7
e1791a5d41be53db620b4d027d55e817-0,USB,102052,2052,3,2
e1791a5d41be53db620b4d027d55e817-1,USB,102053,2053,3,2
f73ae0a40649c7b950c862b58109065,Oven,102055,2055,6,5
fb05baf6da5b0856875c4d98e634f167-0,Oven,102060,2060,8,7
f63a2ec6da3f9c744c4a58bade1fd64d-1,USB,102062,2062,3,2
u6c29ea04-efcc-4da9-9933-75254a97688a-0,USB,102063,2063,3,2
u6c29ea04-efcc-4da9-9933-75254a97688a-2,USB,102065,2065,3,2
ub1b3ea8f-7f50-421e-bb78-1098473f147a-0,USB,102068,2068,3,2
20451b4b2d1c75ef879c50920de14b55-0,Fan,102070,2070,3,2
1174fa9f-55a3-4e5d-8c78-2c2b9d300efc-0,Pliers,102073,2073,3,2
1174fa9f-55a3-4e5d-8c78-2c2b9d300efc-1,Pliers,102074,2074,3,2
1174fa9f-55a3-4e5d-8c78-2c2b9d300efc-2,Pliers,102075,2075,3,2
a5b87eca5bbd0342b80b68728684f2ff-0,KitchenPot,102080,2080,3,2
e1c1bdde-8ce8-46ee-b9fc-f7227282f0c9-1,KitchenPot,102085,2085,4,3
6fabf2bed6cb261f9c00f10333f1c0b5-0,Fan,102090,2090,3,2
8599d64d94e4feec573d4f1469af1aa1-0,Fan,102092,2092,3,2
8afa4dd2ee9d8f8e4b8f4376205e199e-0,Fan,102093,2093,3,2
acb7e50c5bae5d692e0ef4810ec8be0d-0,Fan,102095,2095,3,2
aec847103822f29aa067d22d00393c30-0,Fan,102099,2099,3,2
dcf446c1b04a0134431487b642af990f-0,Fan,102100,2100,3,2
3dc60bce3e8d3ece3077dad41839c251,Laptop,10213,10213,11,2
959ca220e0b5d285345f0c75da20ee62-0,Remote,102130,2130,21,20
007cedc3-0ea3-4138-8311-7dd457c86b51,CoffeeMachine,102145,2145,6,5
16b3b695-346c-4040-a23e-bdd409a7fccb,CoffeeMachine,102149,2149,9,8
5a8ed10d-e7e5-4bd2-952d-8a4fa139cfa4-0,TrashCan,102153,2153,5,4
5a8ed10d-e7e5-4bd2-952d-8a4fa139cfa4-1,TrashCan,102154,2154,5,4
5a8ed10d-e7e5-4bd2-952d-8a4fa139cfa4-2,TrashCan,102155,2155,5,4
5aec53fb8789a93d19c4236483d9fa69-0,TrashCan,102156,2156,5,4
5aec53fb8789a93d19c4236483d9fa69-2,TrashCan,102158,2158,5,4
5aec53fb8789a93d19c4236483d9fa69-4,TrashCan,102160,2160,5,4
61012402-578f-4917-aa77-6d43e682997d-1,TrashCan,102163,2163,3,2
61012402-578f-4917-aa77-6d43e682997d-3,TrashCan,102165,2165,4,3
755538a629cd950c6b2befe83a0efe39,TrashCan,102171,2171,3,2
7b287f39-89b2-4145-8a8e-0369b078b858-1,TrashCan,102173,2173,4,3
7b287f39-89b2-4145-8a8e-0369b078b858-5,TrashCan,102177,2177,4,3
8766d229-05d2-4609-902f-66ce6dc510fa,TrashCan,102181,2181,4,3
87720d20-a8ae-40a4-923d-911233e5a57b,TrashCan,102182,2182,3,2
92b6d1ff-b9ef-4fcc-b76a-018835314395,TrashCan,102186,2186,4,3
942887c8d668501681faebbdea6bd9be,TrashCan,102187,2187,3,2
9a7dfc9c-892d-4fef-8983-957d22d5ab08,TrashCan,102189,2189,5,4
41e263d2af5c667f988abef1fd117e7,Laptop,10219,10219,5,2
b52abbc8-e69f-4f5e-b053-c25d30f92e31,TrashCan,102192,2192,4,3
b91a1b80-152e-42e3-95df-dcb3c23513c0,TrashCan,102193,2193,3,2
ba373a00-ae31-4b6c-9740-78c0448a9042,TrashCan,102194,2194,6,3
be98fd37940b298f30434f41561ebdcf-0,TrashCan,102200,2200,5,4
be98fd37940b298f30434f41561ebdcf-1,TrashCan,102201,2201,5,4
be98fd37940b298f30434f41561ebdcf-2,TrashCan,102202,2202,5,4
cf7bd8cd-c017-4971-95b4-152e48358813-0,TrashCan,102209,2209,5,4
dd5c2fb4-0cc0-4e9d-9ede-6ac6d88d780d,TrashCan,102210,2210,6,5
ef7aa1d1-d48c-42bb-8951-f91086f789fe-0,TrashCan,102218,2218,4,3
ef7aa1d1-d48c-42bb-8951-f91086f789fe-1,TrashCan,102219,2219,4,3
1174fa9f-55a3-4e5d-8c78-2c2b9d300efc-4,Pliers,102221,2221,3,2
fcf710354685c8b7ce5d6e9371bb5c33,TrashCan,102227,2227,3,2
fff6cf2c-72b3-42a6-8e10-3c38ff4f861e,TrashCan,102229,2229,6,4
u04856bac-6375-4c95-af77-f032183d906d,TrashCan,102234,2234,4,3
b74051f4-61c9-423f-9607-b44486b3fa28-0,Pliers,102242,2242,3,2
b74051f4-61c9-423f-9607-b44486b3fa28-1,Pliers,102243,2243,5,4
u062b92f8-2460-431a-be57-005200e9b9f9,TrashCan,102244,2244,4,3
b74051f4-61c9-423f-9607-b44486b3fa28-3,Pliers,102251,2251,4,3
u54bfd90e-4a39-4a4e-8d19-6373366bed2a,TrashCan,102252,2252,4,3
b74051f4-61c9-423f-9607-b44486b3fa28-4,Pliers,102253,2253,5,4
u6a95362b-9b47-48a1-bf20-c1cd0bcd0b35-0,TrashCan,102254,2254,5,4
2a87cf850dca72a4a886e56ff3d54c4,FoldingChair,102255,2255,4,2
u6a95362b-9b47-48a1-bf20-c1cd0bcd0b35-1,TrashCan,102256,2256,5,4
u92d69967-b23e-4220-bc94-f19adf033806,TrashCan,102257,2257,3,2
b74051f4-61c9-423f-9607-b44486b3fa28-5,Pliers,102258,2258,3,2
ua7fa2795-412b-4aff-ba6e-a39611a579e2-0,TrashCan,102259,2259,5,4
b74051f4-61c9-423f-9607-b44486b3fa28-6,Pliers,102260,2260,3,2
34166279ecffce32fba786d6c256035b-0,FoldingChair,102263,2263,3,2
da0c70926b8ca70226816b1f4a348020-0,Pliers,102266,2266,14,12
751c6292-5a5c-4892-a521-060408fe2e7d-1,FoldingChair,102269,2269,4,3
3d839aa532198b3923c841f9d5051936-0,Mouse,102272,2272,5,4
3dde1a38-9ce8-4c22-8fe6-ac71cf952112,Mouse,102273,2273,9,8
42941f4faf298240e0a20fd2b4e95e9c,Mouse,102276,2276,9,8
3c5b48d9-a733-4f95-a88b-b615cadfe3f4-0,Safe,102278,2278,21,19
fd00bdd9547b85e338a90267289a369b-0,Pliers,102285,2285,3,2
u3e4a044f-d374-4e14-bde8-844c3e53a66b-0,Pliers,102288,2288,3,2
5622a18c1ca2a53a3728518db8bc5c6d,Mouse,102290,2290,4,3
udba9d58d-9eb6-4b4e-8826-f7b43df48a1d-0,Pliers,102292,2292,3,2
